host_response_rate;host_is_superhost;host_listings_count;host_has_profile_pic;host_identity_verified;is_location_exact;accommodates;bathrooms;bedrooms;beds;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;availability_30;availability_60;availability_90;availability_365;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;require_guest_profile_picture;require_guest_phone_verification;calculated_host_listings_count;reviews_per_month;Cats;Other pets;FamilyKid Friendly;Shampoo;Washer;Hair Dryer;Pets Allowed;Breakfast;Iron;Carbon Monoxide Detector;Hangers;24Hour Checkin;Cable TV;Smoke Detector;TV;Hot Tub;First Aid Kit;Pets live on this property;Gym;Dryer;Free Parking on Premises;Smoking Allowed;Heating;Lock on Bedroom Door;Internet;Air Conditioning;BuzzerWireless Intercom;Doorman;Laptop Friendly Workspace;Pool;Essentials;Safety Card;Suitable for Events;Fire Extinguisher;Washer  Dryer;Wireless Internet;Kitchen;Dogs;Elevator in Building;Indoor Fireplace;Wheelchair Accessible;host_response_time_within a day;host_response_time_within a few hours;host_response_time_within an hour;neighbourhood_group_cleansed_Beacon Hill;neighbourhood_group_cleansed_Capitol Hill;neighbourhood_group_cleansed_Cascade;neighbourhood_group_cleansed_Central Area;neighbourhood_group_cleansed_Delridge;neighbourhood_group_cleansed_Downtown;neighbourhood_group_cleansed_Interbay;neighbourhood_group_cleansed_Lake City;neighbourhood_group_cleansed_Magnolia;neighbourhood_group_cleansed_Northgate;neighbourhood_group_cleansed_Other neighborhoods;neighbourhood_group_cleansed_Queen Anne;neighbourhood_group_cleansed_Rainier Valley;neighbourhood_group_cleansed_Seward Park;neighbourhood_group_cleansed_University District;neighbourhood_group_cleansed_West Seattle;zipcode_98102;zipcode_98103;zipcode_98104;zipcode_98105;zipcode_98106;zipcode_98107;zipcode_98108;zipcode_98109;zipcode_98112;zipcode_98115;zipcode_98116;zipcode_98117;zipcode_98118;zipcode_98119;zipcode_98121;zipcode_98122;zipcode_98125;zipcode_98126;zipcode_98133;zipcode_98134;zipcode_98136;zipcode_98144;zipcode_98146;zipcode_98177;zipcode_98178;zipcode_98199;"zipcode_99
98122";property_type_Bed & Breakfast;property_type_Boat;property_type_Bungalow;property_type_Cabin;property_type_Camper/RV;property_type_Chalet;property_type_Condominium;property_type_Dorm;property_type_House;property_type_Loft;property_type_Other;property_type_Tent;property_type_Townhouse;property_type_Treehouse;property_type_Yurt;room_type_Private room;room_type_Shared room;bed_type_Couch;bed_type_Futon;bed_type_Pull-out Sofa;bed_type_Real Bed;cancellation_policy_moderate;cancellation_policy_strict
1.0;0;2.0;1;1;1;3;1.0;0.0;1.0;95.0;250.0;60.0;2;10.0;2;26;16;32;61;61;2;100.0;10.0;9.0;10.0;10.0;10.0;10.0;1;0;0;2;2.0;0;0;1;1;0;1;1;0;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
1.0;1;4.0;1;0;1;3;1.0;1.0;1.0;150.0;300.0;60.0;2;20.0;2;1125;30;60;90;173;19;97.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;0;4;3.45;0;0;0;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;0;2.0;1;0;1;2;1.0;1.0;1.0;130.0;200.0;61.0;2;50.0;1;20;30;57;57;57;1;20.0;2.0;4.0;2.0;2.0;6.0;2.0;0;0;0;2;1.0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
0.88;0;36.0;1;1;0;4;1.0;0.0;1.0;130.0;0.0;164.0;1;0.0;3;1125;0;28;58;328;2;100.0;10.0;10.0;9.0;8.0;10.0;7.0;0;1;1;31;0.41;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;0;5.0;1;1;1;4;1.0;1.0;2.0;105.0;250.0;50.0;2;15.0;3;60;2;32;59;152;0;;;;;;;;0;0;0;5;;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;1;1;1;0;1;0;1;1;1;0;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1.0;0;5.0;1;1;1;6;1.0;0.0;3.0;105.0;150.0;50.0;2;10.0;1;1125;28;58;82;82;6;93.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;0;5;1.5;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;0;1.0;1;1;1;3;1.0;1.0;1.0;175.0;0.0;60.0;1;0.0;2;1125;8;30;46;178;12;90.0;9.0;10.0;10.0;10.0;10.0;9.0;0;0;0;1;3.79;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1.0;0;3.0;1;1;1;3;1.0;0.0;2.0;100.0;100.0;0.0;2;25.0;2;1125;18;48;74;225;54;93.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;0;3;6.59;0;0;0;1;0;1;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
1.0;1;2.0;1;1;1;2;1.0;0.0;1.0;129.0;300.0;61.0;2;0.0;2;22;21;51;81;199;31;98.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;0;2;5.71;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
0.97;0;6.0;1;1;1;4;1.0;0.0;3.0;90.0;250.0;65.0;2;20.0;1;1125;14;34;64;92;13;95.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;0;3;5.42;0;0;1;1;1;0;0;0;0;1;0;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;1;48.0;1;1;1;6;2.5;2.0;3.0;350.0;500.0;110.0;4;20.0;20;1125;30;60;90;365;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;1;1;3;0.45;0;0;1;1;1;1;0;0;1;1;1;1;0;1;1;0;1;0;1;1;0;0;1;0;1;1;1;1;1;0;1;1;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
;0;1.0;1;0;1;4;1.0;2.0;2.0;199.0;0.0;0.0;1;0.0;1;1125;0;0;0;167;5;72.0;8.0;6.0;9.0;9.0;9.0;8.0;0;0;0;1;0.84;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
0.92;0;3.0;1;1;1;2;1.0;0.0;1.0;75.0;0.0;10.0;0;0.0;2;1125;13;36;53;290;76;87.0;9.0;8.0;9.0;9.0;10.0;9.0;1;0;0;3;5.08;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;0;5.0;1;1;1;4;1.0;1.0;2.0;110.0;0.0;50.0;2;15.0;3;60;14;14;14;21;25;94.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;0;5;3.75;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;1;1;1;0;1;0;0;1;1;0;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
0.86;0;5.0;1;1;1;3;1.0;1.0;1.0;80.0;0.0;35.0;2;30.0;1;1125;27;31;54;327;181;95.0;10.0;10.0;10.0;10.0;10.0;9.0;0;1;1;5;6.22;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;1;1.0;1;1;1;2;1.0;0.0;1.0;150.0;300.0;40.0;1;0.0;2;1125;2;2;24;66;12;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;0;1;1.46;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;0;1.0;1;0;1;2;1.0;0.0;1.0;95.0;0.0;0.0;0;0.0;2;7;20;43;64;333;6;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;0;1;3.6;0;0;0;1;1;0;0;0;1;1;1;0;1;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;1;48.0;1;1;1;3;1.0;1.0;1.0;139.0;300.0;60.0;2;20.0;2;1125;19;35;60;121;39;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;1;1;3;4.38;0;0;1;1;1;1;0;0;1;1;1;1;0;1;1;0;1;0;1;1;0;0;1;0;1;0;1;0;1;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;1;48.0;1;1;1;3;1.0;1.0;1.0;139.0;200.0;60.0;2;20.0;2;1125;20;46;76;257;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;1;1;3;0.76;0;0;1;1;1;1;0;0;1;1;1;1;0;1;1;0;1;0;1;1;0;0;1;0;1;1;1;0;1;0;1;1;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
0.94;0;34.0;1;1;1;4;1.0;1.0;2.0;275.0;0.0;95.0;1;0.0;2;365;15;45;75;156;3;93.0;10.0;10.0;9.0;9.0;9.0;8.0;1;1;1;6;0.45;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;1;1;1;0;1;0;1;1;1;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;0;1.0;1;0;1;2;1.0;0.0;1.0;135.0;100.0;0.0;1;0.0;2;5;2;32;62;337;37;94.0;10.0;10.0;10.0;10.0;9.0;10.0;0;0;0;1;2.78;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;0;5.0;1;1;1;5;1.0;1.0;3.0;128.0;150.0;45.0;2;10.0;1;15;15;15;37;37;67;94.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;0;5;4.15;0;0;1;1;1;1;1;0;1;0;1;1;1;0;1;0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
0.94;0;34.0;1;1;1;4;;1.0;2.0;107.0;0.0;96.0;1;0.0;2;365;22;46;76;151;26;87.0;9.0;9.0;10.0;9.0;9.0;8.0;0;1;1;6;0.37;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0;0;0;1;1;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;0;1.0;1;0;1;2;1.0;1.0;1.0;150.0;0.0;0.0;1;0.0;2;1125;0;11;11;11;0;;;;;;;;0;0;0;1;;0;0;0;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
0.94;0;34.0;1;1;1;4;1.0;1.0;2.0;100.0;0.0;96.0;1;0.0;2;90;30;58;88;171;20;92.0;9.0;9.0;9.0;9.0;9.0;9.0;0;1;1;6;0.71;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0;0;0;1;1;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
;1;1.0;1;1;1;2;1.0;1.0;1.0;100.0;250.0;70.0;1;20.0;3;7;28;58;88;363;61;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;0;1;3.48;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;1;0;0;1;0;1;1;1;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1.0;0;1.0;1;1;1;2;1.0;1.0;1.0;120.0;200.0;75.0;1;0.0;5;30;11;41;71;346;18;96.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;1;1;1.0;0;0;0;1;1;1;0;0;1;0;1;1;1;1;1;1;0;0;1;1;0;0;1;0;1;1;1;1;1;1;1;0;0;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;0;12.0;1;1;0;5;1.0;0.0;1.0;125.0;300.0;60.0;2;25.0;1;90;8;38;68;189;121;92.0;9.0;9.0;10.0;10.0;10.0;9.0;1;1;1;12;3.53;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
0.8;0;1.0;1;0;1;2;1.0;1.0;1.0;120.0;200.0;100.0;1;0.0;2;1125;13;34;64;339;18;97.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;0;1;1.04;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1.0;0;3.0;1;0;1;4;1.0;0.0;2.0;150.0;0.0;149.0;1;0.0;3;1125;23;37;65;226;11;90.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;0;3;0.72;0;0;1;1;1;0;0;0;0;1;0;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
;0;1.0;1;1;1;2;1.0;0.0;1.0;129.0;0.0;0.0;1;0.0;3;1125;0;0;0;32;0;;;;;;;;0;0;0;1;;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
1.0;0;1.0;1;1;1;2;1.0;0.0;1.0;140.0;100.0;50.0;1;0.0;2;1125;20;24;24;173;13;92.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;0;1;1.73;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
1.0;1;1.0;1;1;1;3;1.0;0.0;2.0;150.0;0.0;0.0;2;35.0;1;29;22;51;81;340;159;96.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;0;1;6.94;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
1.0;0;12.0;1;1;1;3;1.0;1.0;2.0;149.0;500.0;50.0;2;50.0;2;1125;16;29;29;29;32;97.0;10.0;10.0;10.0;10.0;10.0;9.0;0;1;1;12;4.82;0;0;1;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;1;3.0;1;1;1;4;2.0;2.0;2.0;229.0;0.0;100.0;1;0.0;7;1125;30;60;90;365;6;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;0;1;0.75;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;1;0;1;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
;0;1.0;1;1;1;3;1.0;0.0;2.0;180.0;0.0;0.0;1;0.0;2;1125;0;0;0;2;0;;;;;;;;0;0;0;1;;0;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0
1.0;1;3.0;1;1;1;2;1.0;0.0;1.0;93.0;95.0;50.0;0;0.0;2;7;16;44;73;73;49;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1;1;0;1;3.33;0;0;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1.0;0;1.0;1;1;1;3;1.0;0.0;2.0;110.0;150.0;0.0;1;25.0;3;10;25;39;39;314;19;97.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;0;1;2.45;0;0;1;1;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
1.0;0;12.0;1;1;1;2;1.0;1.0;1.0;126.0;300.0;50.0;2;35.0;1;1125;29;59;89;364;0;;;;;;;;0;1;1;12;;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
